Geneid,E1,E2,E3,E4,E5,E6
SL1344_RS15095,2,11,22,113,106,161
SL1344_RS15100,3,11,10,80,89,97
SL1344_RS15105,13,22,35,1,7,5
SL1344_RS15110,11,21,38,6,0,1
SL1344_RS15115,0,3,3,0,0,0
SL1344_RS15120,0,9,12,0,0,3
SL1344_RS15125,1,4,1,0,0,0
rpoS,903,1762,2987,973,1119,1442
nlpD,2086,4026,7391,2045,2496,3088
SL1344_RS15140,25,39,63,3,10,21
surE,9,37,60,9,3,3
truD,26,14,56,13,10,11
ispF,2,1,10,2,0,9
ispD,3,1,6,0,2,5
ftsB,6,4,20,1,4,3
SL1344_RS15170,8,3,13,2,2,4
cysC,0,2,7,1,2,2
cysN,4,11,10,20,22,19
cysD,5,3,7,26,34,44
SL1344_RS15190,16,18,39,9,8,3
cas2,3,4,5,3,5,5
cas1e,0,1,4,2,0,0
cas6e,13,10,2,2,5,9
cas5e,21,7,24,7,14,11
cas7e,20,32,53,57,57,77
casB,0,10,8,2,5,5
casA,13,24,22,15,18,22
SL1344_RS15230,29,41,69,2,10,4
sopD,30,40,56,107,131,164
cysH,3,0,1,1,0,2
cysI,0,4,14,13,10,19
cysJ,12,15,52,18,20,39
queD,5,13,36,0,0,2
SL1344_RS15260,49,103,169,20,15,16
queE,80,88,189,1,2,12
eno,281,564,906,261,311,381
pyrG,215,376,613,30,42,47
mazG,10,45,66,6,5,7
SL1344_RS15285,1,1,0,0,0,0
SL1344_RS15290,7,11,10,2,8,5
relA,158,389,572,91,94,133
rlmD,53,133,265,20,20,18
barA,23,36,80,7,0,16
SL1344_RS15310,35,96,134,3,10,12
gudD,15,61,67,143,174,234
SL1344_RS15320,6,16,32,32,20,30
gudP,5,16,33,5,9,5
SL1344_RS25850,1,0,2,0,0,0
SL1344_RS15330,31,81,104,37,38,48
truC,2,3,3,1,1,0
SL1344_RS15340,2,0,0,0,0,0
syd,4,5,13,9,5,1
queF,34,77,150,9,15,10
ppnN,713,1258,2089,658,795,920
sdaC,57,100,215,77,138,190
sdaB,18,75,94,45,39,47
xni,6,13,29,1,2,8
fucO,174,231,448,134,68,89
fucA,9,14,13,1,1,1
fucP,38,90,146,44,39,73
fucI,62,189,272,167,241,308
fucK,28,49,67,25,24,26
fucU,2,4,6,10,12,16
fucR,4,10,24,4,7,0
rlmM,19,20,29,6,8,19
SL1344_RS15420,2,7,10,0,3,3
gcvA,15,30,56,4,8,9
SL1344_RS15430,71,149,232,1,3,5
csdA,29,63,67,4,18,15
csdE,1,1,7,0,0,2
rarD,1,0,5,0,2,0
tcdA,2,11,22,8,3,3
mltA,15,25,42,4,3,2
SL1344_RS15460,0,3,0,0,0,0
SL1344_RS15465,0,4,0,0,0,0
amiC,8,21,24,5,10,11
argA,38,68,122,3,5,11
recD,7,27,41,10,16,17
recB,14,45,89,22,15,33
ptrA,16,20,49,31,24,34
recC,18,47,79,35,12,26
SL1344_RS15500,0,1,4,0,1,0
SL1344_RS15505,0,2,0,0,0,0
SL1344_RS15510,5,0,2,0,0,1
SL1344_RS15515,1,2,11,2,3,1
thyA,19,22,38,14,34,48
lgt,14,16,26,13,19,27
ptsP,197,502,822,96,101,159
rppH,175,303,544,14,34,26
mutH,5,26,42,1,2,0
SL1344_RS15555,1,4,14,4,0,5
SL1344_RS15560,66,78,169,4,8,8
SL1344_RS15565,42,76,117,44,57,64
lplT,6,9,12,0,9,4
aas,6,5,20,12,8,13
galR,39,103,184,28,36,30
SL1344_RS15585,31,52,104,31,75,68
lysA,3,9,4,607,607,656
SL1344_RS15595,8,5,15,16,11,7
SL1344_RS15600,19,51,87,14,12,8
araE,10,24,47,4,12,4
kduD,14,13,10,0,0,0
kduI,8,7,12,4,0,0
SL1344_RS15620,114,167,344,33,48,47
SL1344_RS15625,2,16,27,3,6,6
SL1344_RS15630,1,2,11,0,1,0
SL1344_RS15635,1,9,26,0,1,0
rcnR,0,1,14,1,2,1
SL1344_RS15645,6,7,22,0,3,0
SL1344_RS15650,6,18,23,0,1,1
SL1344_RS15655,6,9,24,1,0,0
SL1344_RS15660,0,2,11,0,0,0
SL1344_RS15665,0,0,0,0,0,0
stdB,1,2,12,0,1,0
SL1344_RS15675,1,5,6,1,0,0
SL1344_RS15680,23,51,98,6,10,4
SL1344_RS15685,11,2,6,0,0,0
vapC,50,77,128,1,7,0
vapB,120,224,288,5,3,4
SL1344_RS15700,1,1,15,2,0,3
SL1344_RS15705,148,237,443,11,12,13
SL1344_RS15710,0,0,1,0,0,0
SL1344_RS15715,50,71,102,11,7,14
idi,16,36,43,10,6,3
lysS,23,54,104,131,148,151
prfB,18,35,51,7,18,16
recJ,33,53,93,31,44,39
dsbC,32,29,53,10,14,9
xerD,28,46,83,29,9,23
fldB,36,59,120,19,15,17
SL1344_RS15755,27,65,80,9,22,10
sdhE,38,43,103,13,13,15
ygfZ,133,310,549,75,110,118
SL1344_RS15775,64,143,225,36,60,66
SL1344_RS15780,44,74,140,13,15,11
bglA,36,81,132,33,35,46
SL1344_RS15790,0,4,13,2,0,0
gcvP,89,200,344,762,858,1158
gcvH,13,24,48,16,20,32
gcvT,58,75,150,41,54,72
ubiI,34,87,128,47,39,52
ubiH,70,210,298,31,30,58
pepP,268,650,1086,204,294,332
SL1344_RS15825,105,140,315,18,9,22
zapA,733,980,1962,151,136,174
ssrS,471,980,1617,392,365,514
SL1344_RS15835,13,29,82,6,2,4
serA,26,32,57,63,57,86
rpiA,35,97,107,32,26,61
argP,17,37,49,19,23,17
SL1344_RS15860,71,112,214,32,40,67
argO,3,7,8,5,5,6
SL1344_RS15870,21,59,88,32,34,35
fbaA,594,1169,1859,1379,1656,2006
pgk,509,1143,1706,500,548,717
epd,66,88,226,28,35,57
SL1344_RS15890,1,0,3,0,0,1
SL1344_RS15895,0,1,1,0,1,0
SL1344_RS15900,0,1,4,2,0,0
SL1344_RS15905,1,5,13,0,3,4
SL1344_RS15910,1,7,8,3,2,1
SL1344_RS15920,41,102,132,8,6,13
speB,18,51,59,19,24,17
SL1344_RS15930,3,4,7,0,2,1
SL1344_RS15935,0,1,2,0,0,0
SL1344_RS15940,8,6,13,0,1,0
SL1344_RS15945,5,23,50,1,0,2
SL1344_RS15950,1,6,6,0,0,2
SL1344_RS15960,77,138,197,10,18,31
SL1344_RS15965,4,8,18,3,4,0
speA,226,457,761,149,181,172
yqgB,0,1,0,0,0,0
SL1344_RS26790,1,3,2,0,0,0
SL1344_RS25905,1,0,0,0,0,3
metK,2,14,28,21,24,34
galP,42,117,156,74,72,65
SL1344_RS15995,2,2,4,2,1,3
endA,2,1,9,2,0,0
rsmE,28,31,101,2,8,7
gshB,38,55,134,27,36,51
SL1344_RS16015,23,21,43,7,10,17
ruvX,2,0,2,3,0,1
SL1344_RS16025,9,4,13,0,1,3
SL1344_RS16030,0,2,9,1,2,3
SL1344_RS16035,5,4,10,1,0,0
SL1344_RS16040,2,10,4,1,6,1
SL1344_RS16045,4,8,15,3,5,8
SL1344_RS16050,10,12,21,7,6,13
hemW,2,11,13,2,3,9
SL1344_RS16060,5,4,4,2,0,0
ansB,250,462,917,316,405,458
SL1344_RS16070,43,54,104,37,51,49
SL1344_RS16075,13,15,16,6,3,9
trmB,21,30,71,4,7,6
mutY,5,24,38,8,4,7
SL1344_RS16090,5,18,34,10,5,4
mltC,5,10,19,5,14,15
SL1344_RS16100,22,57,114,32,20,50
SL1344_RS16105,16,21,17,4,10,17
SL1344_RS16115,0,3,3,0,0,1
SL1344_RS16120,0,0,0,0,0,0
SL1344_RS16125,3,1,8,0,0,2
SL1344_RS16130,13,49,49,17,20,13
SL1344_RS16135,7,43,34,2,11,9
SL1344_RS16140,29,58,114,14,12,14
SL1344_RS16145,7,12,26,11,6,0
SL1344_RS16150,34,56,99,2,2,2
SL1344_RS16155,22,43,49,0,0,3
SL1344_RS16160,17,20,23,17,25,22
SL1344_RS16165,9,12,9,1,0,0
SL1344_RS16170,6,14,28,3,1,2
SL1344_RS16175,0,3,4,3,17,2
SL1344_RS16180,7,2,12,0,0,0
SL1344_RS16185,2,17,34,1,0,2
iraD,6,10,19,0,0,0
SL1344_RS16195,20,22,51,0,1,0
SL1344_RS16200,5789,12550,19933,4,2,10
SL1344_RS16205,3520,7737,11297,2,6,15
SL1344_RS16210,74,135,229,45,63,78
uxuA,106,184,360,53,90,79
SL1344_RS16220,17,86,101,82,95,119
uxaC,42,135,225,120,198,235
SL1344_RS16230,344,636,1037,665,831,1061
gss,82,142,211,63,62,81
yghU,36,59,81,60,63,64
SL1344_RS16245,1,21,17,0,8,2
SL1344_RS16250,3,0,0,0,2,0
hybG,1,7,3,2,1,0
hybE,2,2,13,2,12,8
SL1344_RS16270,33,25,50,52,53,67
hybC,104,260,466,451,615,772
hybB,17,33,53,105,121,129
hybA,55,129,230,37,42,40
hybO,357,683,1059,42,73,83
SL1344_RS16295,0,2,0,0,0,0
SL1344_RS16300,4,15,17,38,71,69
SL1344_RS16305,3,33,35,1,2,1
SL1344_RS16310,54,202,276,3,8,9
SL1344_RS16315,6,17,25,0,2,0
SL1344_RS16320,6,17,23,11,1,11
SL1344_RS16325,96,172,252,19,27,37
exbD,8,12,16,1,2,4
exbB,29,51,92,13,12,22
metC,15,21,32,14,12,16
SL1344_RS16350,44,81,82,7,11,25
SL1344_RS16355,15,13,17,2,0,0
yqhD,36,113,231,43,44,41
dkgA,241,507,777,22,34,49
SL1344_RS16370,2,2,5,0,0,0
SL1344_RS16375,12,15,51,33,37,37
SL1344_RS16380,0,0,3,0,0,0
SL1344_RS16385,2,4,21,8,6,5
SL1344_RS16390,23,48,65,3,3,3
SL1344_RS16395,6,8,5,0,0,0
SL1344_RS16400,10,8,17,8,1,2
ftsP,9,34,29,10,15,22
plsC,9,19,29,9,13,14
parC,26,73,135,22,36,37
SL1344_RS16420,3,27,28,5,5,6
SL1344_RS16425,60,81,141,39,50,61
qseB,7,29,31,11,15,23
qseC,13,15,22,1,4,5
SL1344_RS16440,9,25,46,7,9,2
SL1344_RS16445,1,22,13,8,1,9
parE,28,49,128,18,27,14
yqiA,8,33,46,9,15,11
cpdA,112,215,355,38,45,75
SL1344_RS16465,8,24,36,8,1,4
nudF,25,59,89,1,8,12
tolC,1148,2071,3617,273,391,507
SL1344_RS16480,371,835,1429,34,46,68
SL1344_RS16485,151,375,532,54,50,63
ygiD,7,15,37,37,35,50
zupT,45,97,152,16,27,35
SL1344_RS16505,7,16,27,1,10,1
SL1344_RS16510,9,17,19,2,3,0
dsbI,64,103,139,0,7,8
ribB,29,53,98,55,53,88
ubiK,175,349,496,9,33,21
glgS,29,31,44,1,1,1
SL1344_RS16535,0,5,2,0,0,0
SL1344_RS16540,9,23,25,1,1,5
SL1344_RS27580,0,0,4,0,0,0
hldE,51,88,130,24,20,25
glnE,37,70,140,64,51,107
SL1344_RS16555,23,44,83,12,8,10
SL1344_RS16560,10,11,27,7,8,13
SL1344_RS16565,31,88,176,6,7,13
bacA,3,1,11,5,9,5
folB,1,0,3,0,1,2
plsY,61,168,279,22,35,58
tsaD,24,54,80,6,6,6
rpsU,1,11,16,3,0,4
dnaG,109,155,280,6,11,10
rpoD,329,648,957,114,148,183
mug,345,547,908,5,10,3
SL1344_RS16610,0,1,1,0,0,0
SL1344_RS16615,3,5,7,0,0,1
SL1344_RS16620,25,38,65,17,13,8
SL1344_RS16625,113,156,302,426,559,697
SL1344_RS16630,218,346,631,105,99,129
ygjG,4018,7793,12274,11,8,7
SL1344_RS16640,217,432,632,262,281,316
rlmG,8,5,40,3,5,15
SL1344_RS16650,20,22,41,0,4,12
SL1344_RS16655,2,2,12,1,2,0
SL1344_RS16660,145,290,531,25,57,65
SL1344_RS16665,11,16,29,0,2,2
sstT,1038,2350,3865,327,367,466
SL1344_RS16675,43,100,165,15,12,41
mzrA,8,20,33,3,0,1
SL1344_RS16685,685,987,1712,11,11,10
SL1344_RS16690,570,1163,1885,74,84,100
SL1344_RS16695,148,340,554,23,18,24
SL1344_RS16700,34,111,178,4,14,10
SL1344_RS16705,1,0,3,0,0,0
SL1344_RS16710,198,457,694,27,25,34
SL1344_RS16715,111,195,358,3,4,7
yhaJ,20,19,23,30,43,36
SL1344_RS16725,9,14,14,3,1,3
SL1344_RS16730,20,36,60,18,12,16
SL1344_RS16735,28,39,74,8,17,25
SL1344_RS16740,8,20,23,15,18,19
tdcG,2,9,10,223,253,343
tdcD,6,6,11,135,176,213
tdcC,13,17,36,833,1030,1157
tdcB,0,9,3,59,105,106
tdcA,3,8,17,1,15,3
rnpB,11924,28685,43822,31791,30924,38000
garK,33,85,148,6,11,15
garR,29,54,114,136,124,145
garL,19,37,86,11,19,16
garD,44,122,193,26,26,23
SL1344_RS16795,27,75,96,10,14,6
SL1344_RS16800,29,53,92,3,13,12
SL1344_RS16805,1,2,4,2,0,8
SL1344_RS16815,8,1,8,16,26,22
SL1344_RS16820,0,5,10,6,15,5
gatZ,2,7,15,2,5,2
gatA,1,1,6,2,4,0
gatB,0,2,0,0,0,0
SL1344_RS16840,3,5,21,13,0,3
gatD,2,0,9,2,0,1
SL1344_RS16850,58,103,141,16,8,15
rsmI,21,29,56,7,6,2
SL1344_RS16860,42,76,144,62,44,92
SL1344_RS16865,4,7,6,0,0,1
diaA,30,39,80,14,15,31
yraP,58,111,196,198,281,229
SL1344_RS16880,14,29,65,1,1,2
yhbO,62,93,186,33,36,53
SL1344_RS16890,1,12,15,3,1,7
SL1344_RS16895,8,18,25,2,1,7
SL1344_RS16900,93,198,287,43,50,67
SL1344_RS16905,108,226,349,28,36,11
SL1344_RS16910,0,4,6,5,3,3
SL1344_RS16915,4,3,1,3,3,2
SL1344_RS16920,41,92,132,12,26,27
SL1344_RS16925,0,0,1,0,0,0
SL1344_RS16930,0,0,1,0,0,0
mtr,8,7,11,68,73,73
deaD,12,24,34,78,50,81
yrbN,1,0,1,0,0,1
nlpI,441,1016,1676,173,213,225
pnp,331,521,837,733,901,1214
rpsO,2,13,39,12,17,36
truB,5,37,24,18,9,16
rbfA,1,10,19,14,14,9
infB,121,214,426,324,424,538
nusA,46,96,164,62,64,72
rimP,20,42,57,4,5,17
SL1344_RS16985,0,2,0,0,0,0
argG,4,9,23,11,5,9
SL1344_RS16995,7,24,38,1,1,2
SL1344_RS17000,0,0,0,0,0,0
secG,47,92,201,19,30,23
glmM,22,53,78,89,83,95
folP,15,32,65,2,8,3
ftsH,247,440,779,283,355,433
rlmE,50,104,162,13,10,16
yhbY,25,73,124,15,11,12
greA,0,9,17,14,7,8
dacB,25,74,104,10,8,7
cgtA,24,60,78,5,14,9
SL1344_RS17060,18,47,94,1,1,0
rpmA,1,4,7,3,0,2
rplU,10,14,31,6,9,27
ispB,91,185,345,19,17,21
sfsB,0,6,2,1,5,5
murA,1,16,31,18,10,25
ibaG,0,3,1,2,0,3
mlaB,12,20,25,12,24,15
mlaC,96,132,251,88,127,137
mlaD,6,12,27,5,8,9
mlaE,0,6,10,2,8,3
mlaF,5,8,13,6,1,6
SL1344_RS17120,13,24,37,5,8,11
kdsD,6,34,59,11,8,16
kdsC,39,68,155,5,13,8
lptC,60,128,225,11,18,27
lptA,94,157,310,19,22,50
lptB,36,103,160,13,25,17
rpoN,186,244,514,86,141,110
hpf,62,102,199,98,137,142
ptsN,43,90,156,14,22,26
rapZ,63,102,178,31,36,52
npr,14,21,27,1,6,4
yrbL,357,709,1308,4,1,8
mtgA,13,19,33,2,7,3
elbB,58,132,188,36,65,53
arcB,86,179,218,95,84,113
SL1344_RS17195,1,2,7,0,0,0
gltB,15,40,61,369,500,506
gltD,20,22,36,18,19,31
SL1344_RS17215,6,1,3,5,1,1
codB,16,26,85,2,0,4
SL1344_RS17225,9,24,12,16,11,18
SL1344_RS17230,26,44,79,12,9,8
nanK,39,71,111,17,11,17
SL1344_RS17240,29,84,103,23,19,32
nanT,81,256,365,139,155,180
nanA,10,44,65,46,60,76
nanR,59,109,131,19,19,21
sspB,9,7,12,1,7,1
sspA,28,88,85,17,27,26
SL1344_RS17270,37,73,169,3,5,4
rpsI,0,4,11,14,3,6
rplM,15,47,64,37,50,72
SL1344_RS17285,3,10,28,4,3,1
SL1344_RS17290,61,116,228,63,62,65
degQ,123,183,405,168,237,253
degS,16,22,33,0,7,9
SL1344_RS17305,0,1,5,2,2,0
SL1344_RS17310,0,0,1,0,0,2
SL1344_RS17320,2,0,3,0,0,0
ttdB,0,0,2,1,0,0
ttdA,3,1,3,2,0,0
SL1344_RS17335,0,0,0,0,0,0
SL1344_RS17340,3,7,3,1,0,0
SL1344_RS17345,8,21,26,2,6,4
mdh,827,1747,2760,526,625,813
argR,18,45,53,5,5,2
yhcN,68,112,158,7,8,7
SL1344_RS17370,439,766,1319,6,5,2
aaeB,1,7,17,0,0,0
aaeA,9,6,15,0,5,0
SL1344_RS17385,1,2,0,0,0,0
aaeR,10,26,47,3,6,4
tldD,121,265,406,30,50,59
yhdP,6,18,37,19,35,28
rng,67,95,121,17,29,34
mreD,1,6,12,0,0,0
mreC,11,17,18,3,1,2
mreB,14,24,16,16,27,30
csrD,23,64,105,5,5,7
SL1344_RS17440,38,75,145,28,32,36
msrP,55,104,194,51,81,72
msrQ,20,38,43,9,6,9
accB,22,43,86,20,29,53
accC,25,38,80,38,35,72
SL1344_RS17465,0,0,0,0,0,0
panF,4,10,4,1,5,6
prmA,2,3,3,1,4,8
dusB,2,10,5,9,9,2
fis,1,2,3,1,3,4
yhdJ,3,6,8,1,1,0
SL1344_RS17495,2,18,10,0,2,1
SL1344_RS17500,5,10,12,5,4,2
envR,0,0,0,0,0,0
SL1344_RS17510,6,3,10,0,0,0
SL1344_RS17515,60,86,153,2,1,0
SL1344_RS17520,13,17,18,2,3,0
SL1344_RS17530,0,0,0,0,0,0
SL1344_RS17545,1,19,13,1,3,2
SL1344_RS27425,7,13,19,4,5,5
SL1344_RS17555,27,36,66,7,23,18
SL1344_RS17560,2,5,13,0,0,1
aroE,42,65,116,5,24,30
tsaC,14,37,57,2,7,2
SL1344_RS17575,60,79,167,7,8,8
SL1344_RS17580,604,1338,2218,218,248,332
dprA,44,63,119,4,5,12
def,224,405,706,47,45,38
fmt,48,123,199,24,35,39
rsmB,27,78,73,11,20,12
trkA,53,99,140,4,13,8
mscL,475,1034,1617,26,28,30
SL1344_RS17615,3,1,5,0,0,0
zntR,14,44,90,1,5,3
SL1344_RS17625,15,31,45,1,0,0
rplQ,14,15,23,10,20,38
rpoA,50,119,162,234,281,406
rpsD,47,78,115,65,98,106
rpsK,12,15,41,13,20,23
rpsM,24,51,110,48,55,76
secY,85,177,280,119,141,210
rplO,36,124,149,108,160,157
rpmD,6,2,23,4,15,6
rpsE,26,75,127,46,68,92
rplR,9,10,46,14,7,21
rplF,29,53,100,38,71,77
rpsH,33,56,93,26,57,43
rpsN,36,47,80,18,25,35
rplE,9,44,47,22,38,82
rplX,16,26,66,10,22,16
rplN,3,14,25,7,18,20
rpsQ,4,4,13,13,21,37
rpmC,1,9,19,11,6,10
rplP,20,31,55,45,53,46
rpsC,19,40,69,62,53,122
rplV,3,8,15,28,18,30
rpsS,7,4,12,15,18,26
rplB,20,39,64,52,72,78
rplW,11,23,60,27,35,43
rplD,10,14,29,28,32,41
rplC,12,17,34,29,22,46
rpsJ,19,62,66,42,50,57
hopD,0,1,2,0,0,0
bfr,278,469,726,39,49,68
bfd,10,25,27,2,2,0
tuf,537,978,1792,3980,4387,5372
fusA,128,292,426,280,320,457
rpsG,33,80,150,30,29,59
rpsL,30,88,103,27,18,24
tusB,3,8,21,0,0,0
tusC,0,3,6,0,4,1
tusD,3,3,7,1,1,1
SL1344_RS17820,12,9,52,15,15,7
fkpA,27,67,103,82,117,132
SL1344_RS17830,38,44,127,16,9,6
slyD,129,226,371,67,55,56
SL1344_RS17840,25,74,102,1,4,5
kefB,54,111,185,8,18,8
kefG,55,91,173,5,4,2
SL1344_RS17855,26,42,92,10,7,12
SL1344_RS17860,11,34,49,18,22,18
SL1344_RS17865,48,113,219,16,33,40
SL1344_RS17870,65,103,223,16,27,12
SL1344_RS17875,15,34,57,6,4,4
SL1344_RS17880,38,79,125,26,74,46
SL1344_RS17885,52,65,153,17,35,50
crp,136,312,529,154,149,217
SL1344_RS17895,1,10,18,4,9,15
SL1344_RS17900,7,20,27,1,9,7
pabA,29,44,95,0,7,2
SL1344_RS17910,167,454,793,9,10,14
SL1344_RS17915,53,128,157,4,0,0
ppiA,12,34,47,20,36,33
tsgA,5,24,14,0,7,0
nirB,9,16,21,2,4,5
nirD,2,0,1,5,1,0
nirC,0,0,0,0,0,0
cobA,27,89,121,17,20,38
bigA,7,36,53,8,3,9
SL1344_RS17960,0,0,0,0,0,0
trpS,47,74,196,29,53,81
gph,30,64,110,27,16,59
rpe,35,66,107,59,66,110
dam,4,8,21,8,5,11
damX,29,76,154,198,267,216
aroB,3,14,36,27,28,60
aroK,11,18,14,21,22,14
hofQ,9,23,43,0,0,0
SL1344_RS18005,2,0,0,0,0,0
SL1344_RS18010,0,2,5,0,3,0
SL1344_RS18015,2,1,2,0,2,2
SL1344_RS18020,0,1,8,3,2,0
mrcA,7,22,46,6,8,17
nudE,29,48,96,1,7,6
igaA,97,141,223,49,40,48
yrfG,31,63,113,7,14,14
hslR,3,3,8,3,0,1
hslO,7,21,48,28,27,23
SL1344_RS18055,9,12,30,1,2,2
pckA,2338,4516,7651,4685,5893,7138
envZ,17,37,41,5,10,6
ompR,116,190,346,175,156,216
greB,6,16,18,4,5,13
SL1344_RS18080,6,15,46,19,19,40
feoA,48,67,106,0,2,3
feoB,159,334,523,60,89,122
feoC,8,11,41,7,5,5
SL1344_RS18100,34,51,95,3,2,3
bioH,13,22,56,6,2,5
gntX,23,26,41,3,13,20
nfuA,211,356,545,127,88,156
gntT,2,7,2,4,7,3
malQ,114,171,308,74,100,125
malP,65,135,179,169,225,283
malT,238,589,978,90,102,142
SL1344_RS18140,5,23,37,1,1,3
SL1344_RS18145,88,79,175,0,3,3
rtcA,4,3,16,4,0,0
rtcB,8,32,33,1,6,4
SL1344_RS18160,16,66,56,3,6,6
SL1344_RS18165,48,119,151,12,11,9
glpG,17,24,35,6,9,15
glpE,14,60,89,13,6,11
glpD,9490,18939,30074,2880,3304,3937
SL1344_RS18190,302,429,751,9,16,12
SL1344_RS18195,7,13,33,1,0,3
SL1344_RS18200,3,6,5,0,0,0
SL1344_RS18205,5,1,11,0,8,4
SL1344_RS18210,3,20,36,8,16,8
SL1344_RS18215,13,42,54,4,3,11
SL1344_RS18220,25,55,69,3,12,11
glgP,877,1541,2772,395,522,607
glgA,260,615,951,133,137,159
glgC,512,1009,1548,178,235,245
glgB,294,712,1144,30,69,61
asd,25,56,101,105,136,155
SL1344_RS26820,1,0,0,0,0,0
gntU,3,6,2,1,0,0
gntK,0,5,8,1,2,1
gntR,18,66,92,8,23,19
SL1344_RS18270,24,29,53,15,11,20
SL1344_RS18275,43,87,141,39,88,61
yhhY,5,15,28,6,5,6
SL1344_RS18285,2,18,25,4,1,2
SL1344_RS18290,6,12,29,21,17,40
SL1344_RS18295,9,20,23,11,24,21
SL1344_RS18300,6,24,49,8,12,8
ggt,138,208,366,24,43,57
SL1344_RS18310,1529,2846,4789,27,24,51
ugpQ,22,58,76,5,3,0
SL1344_RS18320,40,104,172,1,8,7
ugpE,18,36,64,0,3,12
ugpA,17,15,29,0,0,5
ugpB,653,1248,2066,98,108,131
SL1344_RS18340,6,11,31,0,0,0
SL1344_RS18345,1,8,14,0,0,0
livF,25,64,102,4,0,0
livG,52,106,151,0,1,4
livM,19,53,118,9,11,16
livH,27,41,71,13,31,27
livK,130,190,353,56,49,73
panM,6,21,46,2,3,0
SL1344_RS18380,5,6,11,1,5,6
livJ,360,661,950,165,166,258
rpoH,46,117,235,91,164,185
ftsX,18,55,60,10,17,17
ftsE,12,15,34,8,9,4
ftsY,45,87,141,6,20,10
rsmD,2,11,13,1,1,3
SL1344_RS18415,1,10,9,0,0,0
SL1344_RS18420,3,0,2,1,0,0
SL1344_RS18425,196,505,694,39,37,58
zntA,17,18,39,34,45,63
SL1344_RS18435,329,641,1109,1511,1797,2140
tusA,0,5,10,0,1,1
SL1344_RS18445,0,2,3,1,4,0
SL1344_RS18450,67,170,299,88,167,190
SL1344_RS18455,6,21,19,5,2,14
SL1344_RS18460,110,204,321,2,3,16
acpT,57,96,178,20,6,14
nikR,12,26,27,1,4,2
SL1344_RS18475,19,34,73,8,4,5
rbbA,52,115,219,13,14,61
SL1344_RS18485,33,57,80,0,5,2
SL1344_RS18490,19,33,67,1,3,2
pitA,87,184,282,46,21,28
uspB,475,871,1669,23,13,28
uspA,4529,7462,12734,1116,1297,1607
dtpB,35,41,49,135,234,213
rsmJ,5,11,36,12,13,15
prlC,178,379,675,280,398,465
SL1344_RS18525,38,72,106,41,67,74
SL1344_RS18530,19,52,61,8,11,26
gorA,127,155,332,298,379,520
SL1344_RS18540,4,8,24,134,115,185
SL1344_RS18545,9,8,29,354,358,528
SL1344_RS18550,26,27,76,259,267,1503
SL1344_RS18555,70,107,153,1967,2197,3315
SL1344_RS18560,8,19,44,4,6,29
SL1344_RS18565,48,155,424,22,33,44
SL1344_RS18570,165,316,476,124,83,73
SL1344_RS18575,0,0,1,0,0,0
SL1344_RS18580,0,0,4,2,0,0
SL1344_RS18585,11,37,51,1,9,3
yhjD,39,26,63,4,0,2
SL1344_RS18595,78,128,139,60,73,66
SL1344_RS18600,457,613,979,28,46,57
pdeH,104,125,183,23,27,53
SL1344_RS18610,80,209,377,44,45,43
SL1344_RS18615,11,24,41,48,58,45
dctA,208,521,715,438,505,504
hmsP,9,45,58,17,7,9
bcsC,333,303,409,90,49,41
bcsZ,51,147,125,21,82,11
bcsB,282,343,484,46,75,453
bcsA,409,389,464,5,18,12
bcsQ,140,266,428,8,2,1
SL1344_RS18655,41,103,139,1,18,1
bcsE,344,719,1109,9,18,33
bcsF,11,62,65,1,2,0
bcsG,105,363,310,22,9,60
SL1344_RS18675,37,103,199,99,97,76
SL1344_RS18685,1,5,7,0,0,0
dppF,27,41,102,11,25,14
dppD,58,64,193,26,27,5
dppC,3,20,21,0,0,3
dppB,18,22,63,4,9,12
SL1344_RS18710,2257,4191,7024,829,813,927
SL1344_RS18715,10,2,9,0,1,0
SL1344_RS18720,2,11,4,0,0,2
SL1344_RS18725,1,1,4,2,3,1
SL1344_RS24885,0,0,0,0,0,0
SL1344_RS18735,0,0,0,0,0,0
eptB,15,20,52,19,73,62
lpfE,4,5,8,0,0,2
lpfC,43,32,24,5,3,1
lpfB,0,0,0,0,0,0
lpfA,0,4,3,0,0,3
SL1344_RS18770,26,92,126,3,9,15
tag,46,40,116,70,90,59
SL1344_RS18780,9,34,54,34,30,32
SL1344_RS18785,145,28,43,18,15,12
SL1344_RS18790,6,16,22,35,69,98
ghrB,55,91,282,137,142,95
SL1344_RS18800,34,113,162,50,63,50
SL1344_RS18805,139,259,567,36,34,39
cspA,219,228,344,89,54,66
cueP,9,25,37,100,32,35
SL1344_RS18820,97,184,352,2,1,1
SL1344_RS18825,61,126,190,1,0,3
SL1344_RS18830,14,24,32,0,0,1
SL1344_RS26830,17,29,45,0,0,0
glyS,10,38,96,59,73,66
glyQ,1,9,12,33,17,11
SL1344_RS18845,6,8,5,0,1,2
SL1344_RS18850,9,8,29,3,2,6
SL1344_RS18855,0,3,3,0,0,2
xylB,15,20,35,8,12,13
xylA,29,65,320,35,122,31
SL1344_RS18870,62,233,263,13,16,22
SL1344_RS18875,26,66,75,129,89,81
SL1344_RS18885,7,18,26,13,7,14
avtA,7,6,11,20,3,6
SL1344_RS18895,0,7,0,0,1,0
yiaJ,0,9,12,1,2,3
yiaK,0,3,6,1,0,1
SL1344_RS18910,2,0,0,0,2,0
